ANAYSRE3LX8GZ,B00000DMAX,Micheal Hunt,2,1,"I played this game for week's years ago against a friend or 2 and it was great fun on multi-player. However when I played it one player I hated it. I thought it was too slow and real dodgy. But that was before I actually sat down and gave it a real go. And once you master the sliding/skid turn booster trick, it becomes a lot better.To do that; you just hold the R button down when going around bends and corners and tap the analogue stick in the opposite direction 3 times. The smoke goes from white, yellow to red then you let go the R and you have a slight boost. Once I had learned that it plays a lot faster.Overall, the graphics good and the levels are much bigger then the previous SNES version. But it lacks the same competitiveness and fun of the original version. But don't get me wrong, it is great for playing with friends, but it is a different feel from the original.In my opinion the best Mario Kart out is the GBA version because it is the SNES version with more tracks! (the original SNES tracks are unlockable in the GBA version!) But none the less, this version stands out on it's own.This version I didn't find to be as fun as the SNES one for a few reasons. They should have had more racers to choose from. And I miss my favourite driver the little Koopa Trooper, instead he's been taken out to make way for a slower Wario. But once I'd mastered that thing to take corners with, it was easy to place 1st in the 150cc.Overall, I give the one-player game 3 stars and the multiplayer 4.Cons: Not enough tracks and courses. Once you've mastered the courses on 150cc, there is no further challenges for you in single player mode.- Not enough drivers to choose.- The sound effects can be very annoying after a while (like Toads Whoa-Whoa-Whoa-Whoa sound)- No way to turn the objects off (like banana peels and the hazards of the coarse... it is really unfair sometimes)",3,Mommamia,2005/7/20 0:00
APS7IH14C8AZ9,B00000DMAX,"M. King The super mario nerd""""",1,1,"This mario kart changed all mario karts in the future. This is the first mario kart that has mini games and computer generated graphics. I mean the 64 as u can tell the graphics have changed allot from the snes. This mario kart has many more features and great graphics. The sound is great also. If i had a choice of which mario kart to have for free if i did not have any of them it would be this one. I dont know why but for some reason this one is really fun. It has a great multiplayer, especially on mini games.",4,Mario kart 64,2009/6/24 0:00
A2TCG2HV1VJP6V,B00000DMAX,Ryan Sil. (Creator of Dynamite Alex for Andro...,1,1,"Mario Kart 64 is the true 3D Nintendo 64 sequel to Super Mario Kart. Since the characters wouldn't look so great on karts in 3D on the N64, the sprites are in 2D, which explains how they are fully detailed.There are 16 courses you can race in, along with 4 courses for your average Battle Mode.Now that there are 4 players, the 2-4 Player modes can be pretty fun, especially 2-Player since it has all the options from 1-Player Mode.The item roster is slightly different from Super Mario Kart, but it's fun to use them all.Overall, Mario Kart 64 is another game that defines 3D gaming on the Nintendo 64.",5,Welcome to the 3D era,2010/11/27 0:00
A2582KMXLK2P06,B00000F1GM,B. E Jackson,14,6,"I'm pretty sick and tired of people calling Super Mario 64 a classic.  It's not.  Just because it's significant and influential in helping pave the way for future Mario titles doesn't mean Super Mario 64 is deserving of its classic status, or that it's any fun to actually play.  Super Mario Galaxy came along and pretty much improved every single aspect of Super Mario 64 so you basically no longer have to play this game other than to get a dated taste of mid 90's gaming history.  The only other possible reason someone would play Super Mario 64 is because they desperately seek open world exploration, and this is basically the only Mario platformer that can at least attempt to satisfy gamers with that particular appetite.  Not that I personally believe the game succeeds at the exploring aspect either.The biggest problem is that so much of the land you explore consists of emptiness.  Oh sure you'll see trees, ramps, castles, buildings, enemies such as goombas, chain chomps, badly and laughably animated thwomps lifting up and slamming down, pokeys, rolling boulders, and other things that have become a trademark of the Mario series, but the amount of items to find and collect is *extremely* limited to coins (both yellow and red ones) and the occasional power-up that enables Mario to either fly (which admittedly is pretty fun) or obtain the incredibly boring metal cap that makes Mario invincible.  An alternative to the starman perhaps, with lousy side effects (Mario can't jump as high or far while wearing the metal cap).When you're not experiencing the endless disappointment that is running across empty and boring lands and basically doing nothing but wasting time, you're jumping across a series of unspectacular and very ordinary-presented platforms over and *over* again.  This stuff seriously resembles a beginners course for developing platforms.  It's extremely basic game design.  The platforms are generic square-shaped tiles for you to jump across that quite often are all the same exact size.  It gets monotonous almost immediately.  Only unreasonable Nintendo fans would eat this stuff up, seriously.  Anybody else would obviously be able to detect flawed, repetitive gameplay.  The 2D Mario games move at such a swift pace that you don't even have time to stop and notice the platforms (unless you're an extremely slow gamer).  This is mainly because you don't have to stop and situate Mario a certain way for the purpose of making the perfect jump which is what severely ruins Super Mario 64's gameplay.  And don't EVEN say my skills are horrible when it's obvious through countless youtube videos that several gamers have the same exact issue.While I'm by no means someone who cares about the best graphics available, you gotta admit the ones here have dated horrendously with embarrassing blocky shapes pretty much occupying most areas of the game.  The buildings, water and trees in particular are just awful for the eyes.  Nothing appealing whatsoever about any of the graphics- even the bright inviting colors don't lure me in but rather rub me the wrong way and force some of us older gamers to recall the unpleasant days of Mario Paint.You have to collect 120 stars in order to complete the game 100% but guess what?  Many of the stars are flat out boring to collect due to being pathetically easy and basically being handed to you within minutes.  What kind of challenge is that?  The one where you have to swim around and open treasure chests in a certain order is baby-ish, and the one where you swim around collecting 8 predictably located red coins inside a basic building near the beginning of the game is offensive.  Or how about simply stomping a post into a ground to release a gate and thus, release the star?  Don't even *think* about mentioning the ones where you walk up to Toad and he simply hands you the star.  Granted, the game seems to always alternate easy star-collecting challenges with longer and more drawn out ones as a way to balance things out but that's the problem- the stars are either too easy or too long.  There is one star mission so awful it makes your inevitable death seem like something to anticipate- the one where you have to jump across a series of moving poles.  You have to jump at *just* the right moment while making sure you're positioned in the right spot.  This takes forever and is dreadfully annoying.Also, what's up with all the little baby games?  Grab a baby penguin and slide down a snowy hill?  Chase the bunny so he doesn't hop away?  These are not suitable for anyone who recalls the challenging portions of previous 2D gaming such as Super Mario Bros. 3 or Super Mario World (and yes, these bunny grabbing missions are flaws in Super Mario Galaxy too, in case you think I'm intentionally favoring Super Mario Galaxy for no reason).  At least the cannon-shooting parts are cool.  It's fun figuring out where to launch Mario so he can land safely on upper grounds.I can't help but feel the red star collecting is overrated.  When you collect red stars in Yoshi's Island, you feel like you're given a really elaborate and perfectly executed assignment since you also have to collect flowers and stars to 100% complete a stage.  It's a lot to do not to mention really darn exciting and satisfying once you've acquired all these items, and constantly keeps your attention span in check while searching for them.  Super Mario 64 basically takes that one red coin-collecting element of Yoshi's Island and makes it a main priority here.  You often have to collect 8 red coins per stage (opposed to 20 in Yoshi's Island) to obtain one of the 120 stars.  Ugh.But nothing NOTHING is worse than the fact you have to re-enter stages over and over again just to grab all the stars that are located throughout.  To me this is unquestionably lazy game design.  How can it be anything else?  Who in their right mind would actually *want* to keep going back to the same exact stage ad nauseam?  Super Mario World was guilty of this too granted but not NEARLY to this exaggerated extent.  A terrible idea that gives a false impression a game has replay value but it's exactly the opposite- once you go through the same stage a bunch of times and finally accomplish everything there is to offer, you won't want to repeat these same objectives ever again.  So... you probably won't want to play Super Mario 64 ever again.  Even worse- when you often have to search for 100 coins to obtain a star.  This can take up to 20 minutes and bore you the entire time.  Being forced to collect 100 coins is a lazy way of assuring gamers don't leave any stone unturned because you basically have to thoroughly search every nook and cranny of a stage to even *find* 100 of them.I also dislike how many of the classic enemies aren't included here such as the hammer brothers, buzzy beetles, bloopers, and cheep cheeps.  Even the koopa troopa is nowhere to be seen (well, other than that one race in the beginning).  You can ride a koopa shell like a skateboard but that doesn't count as an enemy appearance.  He's not a true enemy here.  Why is that?  Why not include all the familiar and well-loved enemies that have become a trademark to the Mario series?  They ruin the pirahna plants by the way.  Why is he sleeping?  Granted he comes alive when you get near, but it's a really weird concept.  At least Nintendo got the boos and haunted house right- a surprising and exciting maze-like high point of the game.  It's a lot of fun sorting through each room of the haunted house stages.  *That's* how you design a memorable stage.  Obviously if you weren't busy running around through several vast and average-designed empty fields of grass, there could have EASILY been room for the inclusion of more enemies.  Hey I'm all for open world exploration, but you have to actually fill in those areas with exciting, creative items that are both fun and rewarding to collect for the player, and enemies that present threatening encounters and a rush of excitement.  Simply throwing Mario into a big 3D world because it's his first grand 3D adventure truthfully isn't going to get the job done I'm afraid.  More needs to be done.Constantly having to rearrange the camera so you can see where you're actually going is a nuisance.  Nobody likes dealing with a camera while jumping around trying to play a video game, but granted, several games back in the mid to late 90's were guilty of the same camera problems since developers were still getting their feet wet so to speak, and figuring out the best way to help players accurately and conveniently see what's ahead.  Still, you'll lose more than a few lives due to bad camera angles in Super Mario 64.  I guarantee it.  One thing I *do* like about this game is how fast Mario runs.  It's a fast-moving game, which helps going from point A to point B more convenient. Also some of the wall jumps and triple jumps are fun to execute.  Reminds me of Super Metroid in that respect.  Yoshi is teased in this game (I won't spoil how) but he's not actually playable which doesn't make sense.  Why make an appearance if he's not going to be playable?The music is either extremely good (the brilliant peaceful moodiness of the water theme and the intimidating and exciting heavy metal-like Bowser fights) or downright horrendous (everything else, which consists of annoying nursery rhyme children's themes inappropriate and painfully skull-smashing for the rest of us).  I can't STAND the theme songs that play in Whomp's Fortress and Rainbow Ride- two unforgivable themes that make me want to smash my brains in whenever I play Super Mario Galaxy 2 where they return in all their overbearingly annoying glory.  Rainbow Ride in particular reminds me of a county hayride where kids ride around on tractors (not to mention the stage itself is extremely tedious and overlong).  The snowy mountain stage with the Italian accordion music is sickening and out of place.  Just mute the volume on your TV to make life easier for yourself.  The boss fights are incredibly simplistic- grab Bowser's tail, spin him around and toss him, or pick up/stomp other bosses.  Basic, boring stuff.A few stages that are actually fun include Lethal Lava Land where the platforms convincingly feel like an upgrade into the 3D world from the original Super Mario Bros. castle levels (not to mention better/more interesting use of platform jumping compared to the rest of the levels in SM64), Shifting Sand Land since it's packed with obstacles and enemies (and reasonably challenging overall), and Tall Tall Mountain's tricky climb to the top (involving a vine climbing portion).  In fact, to be fair, Tall Tall Mountain is one of the best levels ever in a 3D Mario game.  It's *that* good.  Bowser's castle levels are pretty solid as well, mostly due to the fast-paced nature of them.Several things feel tacky- the 1-ups and coins are small, dark, ugly looking, and clumsily made due to less than spectacular graphics and game design, and overall Super Mario 64 is just a really lackluster and highly overrated game.  If not for influence, this game would have been forgotten and the superior Super Mario Galaxy series would have prevailed even more dominantly than they already do.  Oh and don't even mention the cake-eating storyline.  It's atrocious.  The fact they brought it back for the Galaxy series makes me want to vomit.",2,Mario's first jump into the land of 3D platforming stinks,2006/6/26 0:00
A36UKFV79879MD,B00000F1GM,BX Lounger,1,1,"For anyone who was a fan of video games, they remember the year of 1996:The Playstation made waves and drew many Nintendo fans away with its 32-bit graphics and CD based games. For the first time, Nintendo was being challenged on its own ground and they had to answer Sony with a console of its own. After they put the Super Nintendo system to rest, they went to work and released the Nintendo 64 to the public. The odds were against them because with only two launch titles to choose from, early adopters had to either pick Pilotwings 64 (a good game) or Super Mario 64. This game was the reason Nintendo's console immediately flew off the shelves and showed that Mario can make the jump to 3D and it was fun doing so.I'll make my review short because other reviewers had covered the basics and importance of Super Mario 64. It stars Mario in an open world where each stage is contained within various paintings scattered through Princess Peach's castle. The storyline is pretty typical by now: King Bowser kidnaps the princess and you jump in to rescue her. The graphics are colorful, bright and were a breakthrough in video game technology at the time. The controls are perfect and take almost no time to get used to. It's a pretty challenging game so expect to replay certain stages over and over again. So why did I give it 4.5 stars? The camera is not perfect but back then, getting the camera to work in any open world style game was difficult to program. It always centers behind you but sometimes gets a little wacky when you go up ledges or around corners. It gets annoying after awhile but you learn to tolerate it.What made this game groundbreaking was that games of this type proved to be a challenge to make and to make it fun as well is really the main goal. Super Mario 64 exceeds this and was a commercial success with gamers and gained much critical acclaim from reviewers of virtually every gaming publication. Those who say didn't like were in the minority and for reasons that were just too petty and silly. While gaming has changed tremendously since 1996, this game shows that the platform genre was at one point the kind of games that everyone wanted to play. And now, you can either track down the cartridge or get this for the Nintendo DS. So if you haven't played this, take a look for yourself as to why many gamers loved to play this game. I highly recommend it.",4,Mario's debut for the N64 (4.5 stars),2011/8/4 0:00
A20DZX38KRBIT8,B00000F1GM,"Deimos .""""",62,1,"Even when it first came out I tried out this game but could not get into it and I hate the n64 old style 3d graphics where the camera angle ends up getting you killed every five seconds, espessially in pits.  Of all the Mario games to date including the amazing Wii titles except for Super Mario Wii this has to be the worst Mario game for me since Mario Nes.  The graphics are terrible, the music is annoying and it's just boaring.",1,Never liked it.,2009/12/7 0:00
A2GBBDNZLYC4A9,B00000F1GM,"Jeff Johnson Jeff Johnson""""",7,6,"So what is Mario's quest this time? Save the Princess Peach"" by defeating the evil Bowser, while collecting 70 stars in only 15 levels (all 15 levels are contained in 1 huge castle). It might not be the best Mario game, but it offers a new 3D world and a whole new realism. It also has new features such as an energy feature, where rather than collecting power-ups like the fire flower, you now collect a gold coin and you get a block of energy back! Now Mario has far more of an offense rather than just stomping enemies, he can now throw punches, kicks and slide into enemies, making full use of the 3D plane. The enemies come to life in 3D, such as huge chain chomps, menacing goombas and annoying koopas The graphics could have been better, because they make enemies out of simple colors rather than textures like more recent games have. The music and sound effects are nice, because Mario now has a voice to be heard. There are however only minimal power-ups, such as Mario's Winged hat, which allows him to fly, and Mario's steel cap, making him invincible.""",5,Adding new elements to Mario in a 3D world,2002/3/13 0:00
A2A0FBLKJN4ZY5,B00000F1GM,W. freeman,0,0,"Why is this on the list, because for the time it was the cream of the crop. And its also one of the funnest Mario games you'll ever play. The worlds look great, lots of free roaming and neverending gameplay is why this game makes the list. Still love it.""	5""",My Graphical Review #9,2010/10/10 0:00,
A3W4D8XOGLWUN5,B00000F1GM,"Michael Kerner Michael Kerner""""",12,5,"Surprisingly, when Nintendo created the N64 game system, they had absolutely no idea of how succesful it would be. The first game that the system ran on was also a scream. It just sometimes comes to me as a surprise that a lot of these newer games that run on CD-ROM like the Playstation 2, and the XBOX may have faster and better graphics, but not likely with the actual loading time.Nintendo's Super Mario 64, remains as the most dynamic staple of any N64 system to date. The graphics are just completely amazing, and so strong from one angle to another. In Super MArio 64, you guide Mario through 15 terrific stages with exciting adventure around every corner. The object of the game is to try collect as many stars as possible that are hidden in the game. Each star is very vital inorder to help you save Peach, whom is still known as Princess Toadstool, from the vile Bowser. Each course takes you from all depths of the secret kingdom, from Sea, to the firey sky, and even in a spooky ghost-filled house. The load up time for this, and every other N64 game is much faster than the CD-Rom games for the PC, and the other CD-Rom console games.It is kind of sad Nintendo stopped making fantastic games on cartridge like this, and traded it for a CD-ROM gaming factory, with the Gamecube. Nevertheless, Super Mario 64 is still the most superior game of the 20th century, and that is not even a pizza-faced lie.",4,Mario's Landmark,2002/10/13 0:00
APS7IH14C8AZ9,B00000F1GM,"M. King The super mario nerd""""",1,1,"I played this game when it first came out at a friends house but i never bought it. I was not that in to the 64 back then. But now i think it is very fun and entertaning. The graphics r good for the 64, including that it was the first game ever for it. That is why almost everyone who has a 64 has this game. If u take the snes newest games graphics compared to this game, which is only a couple years apart, these graphics seem life like. It has a great adventure but its weird that Luigi is not in this game. It adds much more new items,charecters,and levels. I like that it is first person view unstead of the side view like on the past marios. Ever since this game most marios have been first person view. This is why i want sm64 ds, it is like the 64s but different graphics and differnent layouts. I will get the ds one in the future but thats a different story. Like i said, my top favorite game today.",5,Fun game still famous today,2009/5/17 0:00
A2TCG2HV1VJP6V,B00000F1GM,Ryan Sil. (Creator of Dynamite Alex for Andro...,0,0,"Right off the bat, before it came out, you'd probably wonder how would you ever imagine Mario in 3D. Well, here's your answer: Mario 64.There's 15 huge courses with 7 missions in each (Counting 100 coin stars), with stars for rewards. Those stars help you unlock more levels.At the time, no one ever saw anything like this before. Although the graphics look fairly primitive now, they were still eye candy for most Mario fans, especially back then.Super Mario 64 plays how a 3D game should be played like: With a free camera, flawless control, and extremely playable environments.Getting all 120 stars is the real challenge. (SPOILER ALERT) If you do manage to get them all, you get to visit Yoshi on the castle roof and he will give you 100 lives along with an improved triple jump move.Overall, you know what I want you to do, so do it. Buy the game",5,That revolutionary 3D platformer you should recognize,2010/11/22 0:00
AQMWZIH22R6LE,B00000F1GM,"TwistaG Quoth the Raven 'Nevermore""""",3,3,"REGISTER NOW!UsernameBy now, many Mario fans have taken a look at either the Japanese or U.S. version of Super Mario 64, so we'll spare you (most of) the hype and rhetoric. Having said that, it must be stated that SM64 is the greatest videogame to date, and one which all games, regardless of genre, will be judged henceforth. Nintendo set itself a nearly impossible goal and achieved it with SM64. Look closely, Mario's lineage is 2D -- not ideal material upon which to base the most intensely scrutinized 3D videogame ever. But videogames are, in the end, meant to entertain. And entertainment is at the heart of this fantastic title.Like many previous Mario games, experimentation is integral to the experience of playing. You must explore everything, leave no rock unturned, no mushroom mute, no door unopened. Mario himself has so many possible movements, and the environment is so intensely interactive, that even the least experimental players will spend hours on the first level without achieving anything in particular. The game is initially less accessible than previous Mario titles, although the three-pronged analog controller isn't really where the difficulty lies -- the joypad itself performs excellently. Overall, the biggest obstacle in the game is finding the correct viewpoint. The camera, which moves on its own (unless directed manually by using the four gold buttons), tries to find the optimal angle to view the action, though occasionally you're simply not able to see where you're going. Additionally, frustration sets in as you spin the camera around while simultaneously attempting to run across a moving plank or tip-toeing across a tiny ledge. But getting the hang of SM64 is all a matter of practice , and as soon you catch on, you will execute these skills unconsciously. The variety of levels and scale each world is simply breathtaking. The game consists of 15 massive courses in which Mario can attain seven stars per course, with numerous secret areas and bonuses, including 15 extra stars (for a total or 120 stars). It'll surely take the average gamer 60 hours to reach the third and final Bowser and free the princess (not to mention find Yoshi), so the game's replay value is bountiful. And despite all of their saccharin-sweet cuteness, the graphics are magnificent. Shigeru Miyamoto's dream of producing an interactive cartoon has been fully realized -- the animation is lavish, the textures rich, and even the most superfluous touches have been completely executed. SM64 is not perfect, however. Despite the efficiency of the hardware's Load Management, draw-in is noticeable, and occasionally gamers will look right through walls or objects. Still, this is as close to perfection a game has ever been (64-bit, no less). Super Mario 64 also puts Nintendo's preference of &quot;silicon over CDs&quot; to the test, with pleasingly familiar results. Most owners of either a Saturn or a PlayStation (or both), have by now acclimated to long load times, though grumblingly. Super Mario 64 will remind them of how gaming used to be: load time is nil, and reaching a playable level is only a matter of seconds. From the time you switch on the unit until you're done, the flow is seamless, and moving from one game area to another is instantaneous. Nintendo's musical prodigy, Koji Kondo, turns in an inspired performance, somehow finding room on the small cartridge to create the appropriate music for each world. Even though some tracks are cheesy, others, like the sitar-laden score of the first fire level, are more than effective in setting the mood for the level, and are as atmospheric as any Redbook audio. Also impressive are the sound effects: Mario's onscreen antics are matched by grunts, whoops, and hollers, fleshing out his spunky personality. As a whole, the flagship N64 game more than makes up for any painful delay (or delays) imposed upon the unit's release. SM64 is complete in every way, and the challenging experience of working toward each new level is far greater than the game's minimal flaws. Nintendo's craftsmanship and zeal for creating fantastically enjoyable games has never shown through more than in Super Mario 64. Nintendo 64's early flagship title demonstrates the power of the hardware as well as the creative genius of Miyamoto and team. Not only does the game obliterate every platformer before it in terms of visual finesse, it plays just as well if not infinitely better than previous 2D incarnations of the Mario franchise. 3D worlds are huge and cleverly laid-out so that there's never a dull moment. Secrets play a huge part of the experience, recapturing the classic gameplay style of the series. In fact, this game is exactly as one might hope it would be: Mario in 3D. More freedom, more space, more options, better graphics, improved and elaborated control schemes -- it's all there. Possibly the greatest videogame achievement ever. Don't rent. Buy.",5,Best action/adventure game for N64,2003/8/14 0:00
A2LPJD19MGBNXJ,B00000JRSB,"Adrian Jenkins southerndudeman""""",2,1,"Wow, the reviews here run the gamut; while I am not surprised to see many bad reviews (sometimes, I think that people are just feeling spiteful, as I myself have another incarnation that does the same thing), it is odd to read such statements as &quot;This is destined to be the most disappointing RPG ever&quot; (and forgive me for ruining your writing for the sake of comprehensiblilty). FFVII was released in 1997, became possibly the best-selling RPG ever, has been lauded by most critics for years, and this is 2004. I think the ship of destiny has sailed.Anyway, I love this game. I have played it multiple times, and while it isn't my favorite FF title (that honor is shared by FFVI and FFVIII), it holds a special place in my heart. I read in the spotlight above that one reviewer gave up on the game because Aeris died; this seems odd (I mean, really, these are only video game characters, and can someone really get worked up that much over the merely-physical death of a single heroine?). I myself found this a bit silly (characters get killed all the time in RPGs; didn't Cloud have a Phoenix Down on hand?), but it didn't detract from my enjoyment of the game. The gameplay, the sidequests, the graphics (for their time), the Chocobos - all come together quite well in this title. I particularly enjoyed the frustration (and ultimate satisfaction) of defeating Emerald and Ruby, and the storyline is OK as well. I'm sure that everyone has played this, but if you haven't, well, give it a try.",5,"Odd reviews, to be sure",2004/5/10 0:00
A2582KMXLK2P06,B00000JRSB,B. E Jackson,2,2,"People seem to forget the number one reason Final Fantasy 7 is loved so fondly and remembered all these years later- it was one of the first video games able to tell a story that MILLIONS of people cared about.  In fact, it's probably the first RPG to ever tell such an incredible story.  It was also groundbreaking back in the day having extremely-realistic cutscenes featured, along with a quest that carried over 3 discs.  That's why the game is remembered.However, I have no idea why the price for the game jumped up to almost 70 bucks these days.  I guess because everyone who owns the game refuses to give up their copy.",5,a great game,2007/3/18 0:00
